ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Kind,Seasons Count
703,Hasee Toh Phasee,2014,13+,6.8,80%,1,0,0,0,0,movie,NA
704,Bhavesh Joshi Superhero,2018,,7.6,63%,1,0,0,0,0,movie,1
705,Brooklyn's Finest,2009,18+,6.7,44%,1,0,1,0,0,movie,NA
706,Wakefield,2017,18+,6.3,74%,1,0,0,0,0,tv mini series,NA
707,Wish I Was Here,2014,18+,6.7,46%,1,0,0,0,0,movie,NA
708,Lu Over the Wall,2017,7+,6.8,76%,1,0,0,0,0,movie,NA
709,Man of Tai Chi,2013,18+,6.1,70%,1,0,0,0,0,movie,1
710,Comedian,2002,18+,6.9,76%,1,0,0,0,0,movie,NA
711,Alive and Kicking,2017,,6.6,100%,1,0,0,0,0,tv series,NA
712,The Secret,2006,7+,5.6,74%,1,0,0,0,0,movie,NA
713,Louis C.K.: Hilarious,2010,,8.5,,1,0,0,0,0,movie,NA
714,Notes on Blindness,2016,,7.1,95%,1,0,0,0,0,movie,NA
715,The Kissing Booth,2018,16+,6.1,17%,1,0,0,0,0,movie,NA
716,Horns,2013,18+,6.5,41%,1,0,0,0,0,movie,NA
717,Emelie,2016,,5.4,88%,1,0,0,0,0,movie,NA
718,Best Worst Thing That Ever Could Have Happened...,2016,,7.5,95%,1,0,0,0,0,movie,NA
719,Go!,2020,,5.9,78%,1,0,0,0,0,movie,NA
720,First Match,2018,18+,6.3,82%,1,0,0,0,0,movie,NA
721,Grass is Greener,2019,,7.2,100%,1,0,0,0,0,movie,NA
722,The Short Game,2013,7+,7.4,84%,1,0,0,0,0,movie,NA
723,Sunday's Illness,2018,13+,6.9,94%,1,0,0,0,0,movie,NA
724,Ten Years,2015,,6.7,100%,1,0,1,0,0,movie,NA
725,Chicken Little,2005,all,5.7,37%,1,0,0,1,0,movie,NA
726,Kicking and Screaming,1995,18+,6.8,57%,1,0,0,0,0,movie,5
727,The Ravenous,2017,,5.9,88%,1,0,0,0,0,movie,NA
728,Animal World,2018,,6.5,70%,1,0,0,0,0,tv series,NA
729,Michelle Wolf: Joke Show,2019,,7.1,100%,1,0,0,0,0,movie,NA
730,Kevin Hart: Let Me Explain,2013,18+,6.8,61%,1,0,0,0,0,movie,NA
731,Fun with Dick and Jane,2005,13+,6.2,28%,1,0,0,0,0,movie,NA
732,Seoul Searching,2015,18+,7.1,75%,1,0,0,0,0,movie,NA
733,The Keeping Hours,2017,13+,6.3,80%,1,0,0,0,0,movie,NA
734,Kickboxer: Retaliation,2018,18+,5.0,92%,1,0,0,0,0,movie,NA
735,Weed the People,2018,,7.0,100%,1,0,0,0,0,movie,NA
736,Time Share,2018,18+,6.0,95%,1,0,0,0,0,movie,NA
737,Johnny English Reborn,2011,7+,6.3,38%,1,0,0,0,0,movie,NA
738,Fire in the Blood,2013,,7.7,90%,1,0,0,0,0,movie,NA
739,Dil Dhadakne Do,2015,13+,6.8,64%,1,0,0,0,0,movie,NA
740,6 Days,2017,18+,6.2,63%,1,0,0,0,0,movie,NA
741,Morris from America,2016,18+,6.2,88%,1,0,0,0,0,movie,NA
742,Joshua: Teenager vs. Superpower,2017,16+,7.0,93%,1,0,0,0,0,movie,NA
743,Highway,2014,13+,7.7,88%,1,0,0,0,0,movie,NA
744,Sweet Virginia,2017,18+,6.2,78%,1,0,0,0,0,movie,NA
745,Chloe,2009,18+,6.3,51%,1,0,0,0,0,movie,NA
746,Manson Family Vacation,2015,,5.8,100%,1,0,0,0,0,movie,NA
747,Benji,2018,7+,6.3,60%,1,0,0,0,0,movie,NA
748,Roll Red Roll,2019,,7.1,100%,1,0,0,0,0,movie,NA
749,All About Nina,2018,18+,6.0,86%,1,0,0,0,0,movie,NA
750,Heartbreakers,2001,13+,6.2,53%,1,0,0,0,0,movie,NA
751,Mercury 13,2018,,6.8,100%,1,0,0,0,0,movie,NA
752,Kevin Hart: What Now?,2016,18+,5.9,76%,1,0,0,0,0,movie,NA
753,"Michael Bolton's Big, Sexy Valentine's Day Special",2017,18+,6.7,100%,1,0,0,0,0,movie,NA
754,All Day and a Night,2020,18+,5.9,53%,1,0,0,0,0,movie,NA
755,ARQ,2016,18+,6.4,43%,1,0,0,0,0,movie,NA
756,Nighthawks,1981,18+,6.4,70%,1,0,0,0,0,movie,NA
757,Quién te cantará,2018,,7.0,90%,1,0,0,0,0,movie,NA
758,Romeo Must Die,2000,18+,6.1,32%,1,0,0,0,0,movie,NA
759,Love Off the Cuff,2017,,6.5,100%,1,0,0,0,0,movie,NA
760,47 Meters Down,2017,13+,5.6,53%,1,0,0,0,0,movie,NA
761,Udaan,2010,18+,8.2,,1,0,0,0,0,movie,NA
762,Barakah Meets Barakah,2016,,6.2,100%,1,0,0,0,0,movie,NA
763,Ghost Rider,2007,13+,5.2,26%,1,0,0,0,0,movie,NA
764,FYRE: The Greatest Party That Never Happened,2019,,7.2,91%,1,0,0,0,0,movie,NA
765,Cardboard Gangsters,2017,,6.4,94%,1,0,0,0,0,movie,NA
766,Khosla Ka Ghosla!,2006,,8.3,,1,0,0,0,0,movie,NA
767,Sierra Burgess Is a Loser,2018,13+,5.8,66%,1,0,0,0,0,movie,NA
768,Same Kind of Different as Me,2017,13+,6.6,33%,1,0,0,0,0,movie,NA
769,Cult of Chucky,2017,18+,5.2,78%,1,0,0,0,0,movie,NA
770,Tremors 2: Aftershocks,1996,13+,6.0,63%,1,0,0,0,0,video movie,NA
771,May the Devil Take You,2018,18+,6.0,83%,1,0,0,0,0,movie,NA
772,Invader ZIM: Enter the Florpus,2019,7+,7.5,100%,1,0,0,0,0,tv movie,NA
773,Dovlatov,2018,,6.4,78%,1,0,0,0,0,movie,NA
774,Jupiter Ascending,2015,13+,5.3,27%,1,0,0,0,0,movie,NA
775,The Occupant,2020,18+,6.3,50%,1,0,0,0,0,movie,NA
776,Shutter,2004,18+,7.1,,1,0,0,0,0,movie,NA
777,E-Team,2014,,7.1,82%,1,0,0,0,0,movie,NA
778,Class Rank,2017,,6.4,86%,1,0,0,0,0,movie,NA
779,Wildling,2018,18+,5.5,70%,1,0,0,0,0,movie,NA
780,Velvet Buzzsaw,2019,18+,5.7,62%,1,0,0,0,0,movie,NA
781,Win It All,2017,18+,6.2,85%,1,0,0,0,0,movie,NA
782,Sprinter,2019,,6.0,80%,1,0,0,0,0,movie,NA
783,Palm Trees in the Snow,2015,,7.4,86%,1,0,0,0,0,movie,NA
784,Nacho Libre,2006,7+,5.7,39%,1,0,0,0,0,movie,NA
785,Chasing Trane,2017,,7.3,76%,1,0,0,0,0,movie,NA
786,Lady J,2018,16+,6.9,83%,1,0,0,0,0,movie,NA
787,Voyeur,2017,18+,6.2,77%,1,0,0,0,0,movie,NA
788,The Breaker Upperers,2018,,5.9,89%,1,0,0,0,0,movie,NA
789,Dinner for Schmucks,2010,13+,5.9,41%,1,0,0,0,0,movie,NA
790,Mike Birbiglia: My Girlfriend's Boyfriend,2013,,8.0,100%,1,0,1,0,0,movie,NA
791,School Daze,1988,18+,6.0,58%,1,0,0,0,0,movie,NA
792,The Knight Before Christmas,2019,7+,5.5,75%,1,0,0,0,0,movie,NA
793,Mitt,2014,,6.9,83%,1,0,0,0,0,movie,NA
794,Terrifier,2016,,5.6,69%,1,0,0,0,0,movie,NA
795,Resident Evil: Afterlife,2010,18+,5.8,22%,1,0,0,0,0,movie,NA
796,Conor McGregor: Notorious,2017,18+,7.2,50%,1,0,0,0,0,movie,NA
797,Khoobsurat,2014,7+,6.4,80%,1,0,0,0,0,movie,NA
798,Game Over,2019,,7.1,55%,1,0,0,0,0,movie,NA
799,The Ballad of Lefty Brown,2017,18+,6.3,78%,1,0,0,0,0,movie,NA
800,Main Hoon Na,2004,7+,7.0,,1,0,0,0,0,movie,NA
801,The Untold Tales of Armistead Maupin,2017,,7.6,91%,1,0,0,0,0,movie,NA
802,The Space Between Us,2017,13+,6.4,16%,1,0,0,0,0,movie,NA
803,The Physician,2013,18+,7.2,,1,0,0,0,0,movie,NA
804,Karthik Calling Karthik,2010,7+,7.0,80%,1,0,0,0,0,movie,NA
805,Ginger & Rosa,2012,13+,6.3,78%,1,0,0,0,0,movie,NA
806,White Girl,2016,,5.7,72%,1,0,0,0,0,movie,NA
807,The Time Machine,2002,13+,6.0,29%,1,0,0,0,0,movie,NA
808,Look Who's Back,2015,,7.1,,1,0,0,0,0,movie,NA
809,Ellen DeGeneres: Relatable,2018,,6.5,92%,1,0,0,0,0,movie,NA
810,Kabhi Alvida Naa Kehna,2006,18+,6.1,58%,1,0,0,0,0,movie,NA
811,The Drug King,2018,,6.1,80%,1,0,0,0,0,movie,NA
812,Long Time Running,2017,,7.8,86%,1,0,0,0,0,movie,NA
813,Maps to the Stars,2014,18+,6.2,61%,1,0,0,0,0,movie,NA
814,Lovesong,2017,,6.3,83%,1,0,1,0,0,movie,NA
815,Looney Tunes: Back in Action,2003,7+,5.7,56%,1,0,0,0,0,movie,NA
816,Homecoming: A Film by Beyoncé,2019,13+,7.4,98%,1,0,0,0,0,movie,NA
817,A Christmas Prince,2017,7+,5.7,73%,1,0,1,0,0,movie,NA
818,Occupation,2018,18+,5.1,50%,1,0,0,0,0,movie,NA
819,Marc Maron: Too Real,2017,,7.2,80%,1,0,0,0,0,movie,NA
820,Steal a Pencil for Me,2007,,7.5,95%,1,0,0,0,0,movie,NA
821,"Faith, Hope & Love",2019,7+,6.1,80%,1,0,0,0,0,movie,NA
822,The Bling Ring,2013,18+,5.6,59%,1,0,0,0,0,movie,NA
823,Pokémon the Movie: The Power of Us,2018,all,6.3,71%,1,0,0,0,0,movie,NA
824,Chronicle of an Escape,2006,18+,7.2,67%,1,0,0,0,0,movie,NA
825,The Tourist,2010,13+,6.0,20%,1,0,0,0,0,movie,NA
826,God of War,2017,,6.4,80%,1,0,0,0,0,video game,NA
827,Menashe,2017,7+,6.5,96%,1,0,0,0,0,movie,NA
828,Lez Bomb,2018,18+,5.0,89%,1,0,0,0,0,movie,NA
829,National Bird,2016,,7.1,100%,1,0,0,0,0,movie,NA
830,System Crasher,2019,,7.9,92%,1,0,0,0,0,movie,NA
831,The 36th Chamber of Shaolin,1978,18+,7.7,,1,0,1,0,0,movie,NA
832,What a Girl Wants,2003,7+,5.8,35%,1,0,0,0,0,movie,NA
833,Candy Jar,2018,13+,5.8,71%,1,0,0,0,0,movie,NA
834,He Named Me Malala,2015,13+,6.9,72%,1,0,0,0,0,movie,NA
835,Te3n,2016,,7.3,100%,1,0,0,0,0,movie,NA
836,Race to Witch Mountain,2009,7+,5.7,42%,1,0,0,0,0,movie,NA
837,A Gray State,2017,18+,6.2,100%,1,0,0,0,0,movie,NA
838,Chupke Chupke,1975,18+,8.4,,1,0,1,0,0,movie,NA
839,The Land of Steady Habits,2018,,6.2,84%,1,0,0,0,0,movie,NA
840,A Night at the Roxbury,1998,13+,6.3,11%,1,0,1,0,0,movie,NA
841,Neon Genesis Evangelion: Death and Rebirth,1997,,7.5,,1,0,0,0,0,movie,NA
842,My Big Night,2015,,6.0,90%,1,0,0,0,0,movie,NA
843,Song for Marion,2012,13+,7.0,65%,1,0,0,0,0,movie,NA
844,The Discovery,2017,18+,6.3,46%,1,0,0,0,0,movie,NA
845,The Laundromat,2019,18+,6.3,42%,1,0,0,0,0,movie,NA
846,Gol Maal,1979,18+,8.6,,1,0,1,0,0,movie,NA
847,Lifechanger,2018,,5.4,86%,1,0,0,0,0,movie,NA
848,Would You Rather,2012,,5.7,59%,1,0,0,0,0,movie,NA
849,The Butterfly's Dream,2013,13+,7.8,,1,0,0,0,0,movie,NA
850,Vizontele,2001,,8.0,,1,0,0,0,0,movie,NA
851,Hasan Minhaj: Homecoming King,2017,18+,8.3,,1,0,0,0,0,movie,NA
852,Una,2017,18+,6.2,76%,1,0,0,0,0,movie,NA
853,Bethany Hamilton: Unstoppable,2019,7+,7.3,71%,1,0,0,0,0,movie,NA
854,Alone in Berlin,2016,18+,6.5,57%,1,0,0,0,0,movie,NA
855,Dhobi Ghat,2010,16+,7.0,68%,1,0,0,0,0,movie,NA
856,Burning Sands,2017,18+,6.1,86%,1,0,0,0,0,movie,NA
857,The Great Hack,2019,,7.0,83%,1,0,0,0,0,movie,4
858,We Are Your Friends,2015,18+,6.2,38%,1,0,0,0,0,movie,NA
859,Barry,2016,,5.8,80%,1,0,0,0,0,tv series,NA
860,John Mulaney: The Comeback Kid,2015,,7.9,,1,0,0,0,0,movie,NA
861,The Rugrats Movie,1998,all,5.9,59%,1,0,0,0,0,movie,NA
862,Bill Burr: You People Are All The Same,2012,18+,8.3,,1,0,0,0,0,movie,NA
863,Bill Nye: Science Guy,2017,,6.1,100%,1,0,0,0,0,movie,NA
864,Hit & Run,2012,18+,6.1,48%,1,0,0,0,0,movie,NA
865,Kabir Singh,2019,,7.1,25%,1,0,0,0,0,movie,NA
866,The Most Unknown,2018,,6.6,91%,1,0,0,0,0,movie,NA
867,Mean Dreams,2016,18+,6.3,78%,1,0,0,0,0,movie,NA
868,Ali Wong: Hard Knock Wife,2018,18+,7.4,100%,1,0,0,0,0,movie,NA
869,Trophy,2016,,7.3,98%,1,0,0,0,0,movie,NA
870,Dream Big: Engineering Our World,2017,,6.4,100%,1,0,0,0,0,movie,NA
871,Toilet - Ek Prem Katha,2017,,7.2,43%,1,0,0,0,0,movie,NA
872,Pope Francis: A Man of His Word,2018,7+,6.1,83%,1,0,0,0,0,movie,NA
873,68 Kill,2018,18+,6.0,70%,1,0,0,0,0,movie,NA
874,Head On,1998,,6.5,63%,1,0,0,0,0,movie,NA
875,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,18+,7.8,,1,0,0,0,0,movie,NA
876,Waar,2013,,7.9,,1,0,0,0,0,movie,NA
877,14 Blades,2010,18+,6.3,69%,1,0,0,0,0,movie,NA
878,"Live Twice, Love Once",2019,,7.2,50%,1,0,0,0,0,movie,NA
879,Triple Threat,2019,18+,5.5,68%,1,0,0,0,0,movie,NA
880,Earth to Echo,2014,7+,5.8,51%,1,0,0,0,0,movie,NA
881,Buster's Mal Heart,2017,,6.1,70%,1,0,0,0,0,movie,NA
882,1000 Rupee Note,2016,,7.3,80%,1,0,0,0,0,movie,NA
883,40 Days and 40 Nights,2002,18+,5.6,39%,1,0,0,0,0,movie,NA
884,Taylor Swift: Reputation Stadium Tour,2018,,8.3,,1,0,0,0,0,movie,NA
885,Hannibal Buress: Comedy Camisado,2016,18+,6.6,100%,1,0,0,0,0,movie,NA
886,Tokyo Idols,2017,,6.8,89%,1,0,0,0,0,movie,NA
887,Bhool Bhulaiyaa,2007,,7.3,20%,1,0,0,0,0,movie,NA
888,Dev.D,2009,13+,8.0,,1,0,0,0,0,movie,1
889,John Mulaney & The Sack Lunch Bunch,2019,,7.5,100%,1,0,0,0,0,movie,NA
890,Eli,2019,18+,5.7,48%,1,0,1,0,0,tv mini series,NA
891,City of Joy,2016,,7.3,100%,1,0,1,0,0,movie,NA
892,Beyond Skyline,2017,18+,5.3,63%,1,0,0,0,0,movie,NA
893,Ninja Assassin,2009,18+,6.3,25%,1,0,0,0,0,movie,2
894,"As Above, So Below",2014,18+,6.2,26%,1,0,0,0,0,movie,NA
895,The Oath,2016,,6.4,75%,1,1,0,0,0,tv series,NA
896,The Cloverfield Paradox,2018,13+,5.5,16%,1,0,0,0,0,movie,NA
897,Concussion,2013,18+,5.6,75%,1,0,0,0,0,movie,NA
898,Little Monsters,1989,7+,6.1,50%,1,1,0,0,0,movie,NA
899,Dil Se..,1998,13+,7.6,,1,0,0,0,0,movie,NA
900,Berserk: The Golden Age Arc III - The Advent,2013,18+,7.9,,1,0,0,0,0,movie,NA
901,The Core,2003,13+,5.5,40%,1,0,1,0,0,movie,NA
902,2 States,2014,7+,6.9,44%,1,0,0,0,0,movie,NA
903,The Rum Diary,2011,18+,6.2,51%,1,0,0,0,0,movie,NA
904,Being AP,2015,13+,6.5,100%,1,0,0,0,0,movie,NA
905,6 Balloons,2018,18+,5.8,86%,1,0,0,0,0,movie,NA
906,Q Ball,2019,,6.8,90%,1,0,0,0,0,movie,NA
907,Knock Down the House,2019,7+,6.9,100%,1,0,0,0,0,movie,NA
908,Soorma,2018,13+,7.4,50%,1,0,0,0,0,movie,NA
909,EMO the Musical,2017,16+,6.1,75%,1,0,0,0,0,movie,NA
910,Abducted in Plain Sight,2017,,6.8,100%,1,0,0,0,0,movie,NA
911,Secret in Their Eyes,2015,13+,6.3,39%,1,0,0,0,0,movie,NA
912,Bon Cop Bad Cop 2,2017,,6.6,71%,1,0,0,0,0,movie,NA
913,Sólo con tu pareja,1992,,6.9,67%,1,0,1,0,0,movie,NA
914,Rustom,2016,,7.1,33%,1,0,0,0,0,movie,NA
915,The Debt Collector,2018,,5.7,80%,1,0,1,0,0,movie,NA
916,Been So Long,2018,,5.4,100%,1,0,0,0,0,movie,NA
917,Rampant,2018,,6.3,62%,1,0,0,0,0,movie,NA
918,Automata,2014,18+,6.1,30%,1,0,0,0,0,movie,NA
919,A Little Chaos,2015,18+,6.5,48%,1,0,0,0,0,movie,NA
920,Don't Be Afraid of the Dark,2010,18+,5.6,60%,1,0,0,0,0,movie,NA
921,Paheli,2005,13+,6.5,57%,1,0,0,0,0,movie,NA
922,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,18+,7.0,100%,1,0,0,0,0,movie,NA
923,Someone Great,2019,18+,6.2,83%,1,0,0,0,0,movie,NA
924,Monty Python Live at the Hollywood Bowl,1982,18+,7.9,,1,0,0,0,0,movie,NA
925,The 4th Company,2016,,6.2,100%,1,0,0,0,0,movie,NA
926,Amanda Knox,2016,18+,6.9,87%,1,0,0,0,0,movie,NA
927,My Suicide,2009,18+,7.2,57%,1,0,0,0,0,movie,NA
928,Anon,2018,18+,6.1,39%,1,0,0,0,0,movie,NA
929,Brain on Fire,2017,13+,6.6,13%,1,0,0,0,0,movie,NA
930,Gurgaon,2017,,6.6,71%,1,0,0,0,0,movie,NA
931,A Bad Moms Christmas,2017,18+,5.6,31%,1,0,0,0,0,movie,NA
932,Scary Movie 2,2001,18+,5.3,15%,1,0,0,0,0,movie,NA
933,Failure to Launch,2006,13+,5.6,24%,1,0,0,0,0,movie,NA
934,Set It Up,2018,16+,6.5,,1,0,0,0,0,movie,NA
935,The Golem,2018,18+,5.6,85%,1,0,0,0,0,movie,NA
936,David Brent: Life on the Road,2016,,6.3,58%,1,0,0,0,0,movie,NA
937,Waiting for the Hearse,1985,,8.1,,1,0,0,0,0,movie,NA
938,Atlantics,2019,16+,6.7,95%,1,0,0,0,0,movie,NA
939,Lost Girls,2020,18+,6.1,73%,1,0,0,0,0,movie,NA
940,Lost in London,2017,,6.2,75%,1,1,0,0,0,movie,NA
941,The Force,2017,,6.7,90%,1,0,0,0,0,movie,NA
942,Jonathan,2018,18+,5.9,65%,1,0,0,0,0,movie,NA
943,Chennai Express,2013,13+,6.0,47%,1,0,0,0,0,movie,NA
944,Berserk: The Golden Age Arc I - The Egg of the King,2012,18+,7.6,,1,0,0,0,0,movie,NA
945,To the Bone,2017,18+,6.8,73%,1,0,0,0,0,movie,NA
946,Kabali,2016,18+,6.2,64%,1,0,1,0,0,movie,NA
947,Popeye,1980,7+,5.3,59%,1,0,0,0,0,movie,NA
948,Natsamrat,2016,,9.1,,1,0,0,0,0,movie,NA
949,Get Santa,2014,7+,6.2,79%,1,0,0,0,0,movie,NA
950,Like Father,2018,18+,6.1,49%,1,0,0,0,0,movie,NA
951,War Machine,2017,18+,6.0,48%,1,0,0,0,0,movie,NA
952,Deidra & Laney Rob a Train,2017,16+,6.1,91%,1,0,0,0,0,movie,NA
953,Here Alone,2016,,5.6,50%,1,0,0,0,0,movie,NA
954,Falling Inn Love,2019,7+,5.6,61%,1,0,0,0,0,movie,NA
955,The Bounty Hunter,2010,13+,5.6,12%,1,0,0,0,0,movie,NA
956,Feminists: What Were They Thinking?,2018,,6.9,80%,1,0,0,0,0,movie,NA
957,Guess Who,2005,13+,5.9,42%,1,0,0,0,0,movie,NA
958,Wake Up Sid,2009,7+,7.6,,1,0,0,0,0,movie,NA
959,Nobody Speak: Trials of the Free Press,2017,16+,6.5,91%,1,0,0,0,0,movie,NA
960,Bill Burr: Let It Go,2010,,8.4,,1,0,0,0,0,movie,NA
961,The Polka King,2017,,5.9,67%,1,0,0,0,0,movie,NA
962,Initial D,2005,7+,6.4,33%,1,0,0,0,0,movie,NA
963,7:19,2016,,6.0,100%,1,0,0,0,0,movie,NA
964,Happy Anniversary,2018,,5.7,83%,1,0,0,0,0,movie,NA
965,Ultras,2020,,6.0,60%,1,0,0,0,0,movie,NA
966,Valentine's Day,2010,13+,5.7,18%,1,0,0,0,0,movie,NA
967,The Lovers,2017,18+,6.0,84%,1,0,0,0,0,movie,NA
968,Pari,2018,13+,6.6,45%,1,0,1,0,0,movie,NA
969,Sleepless,2017,18+,5.6,25%,1,0,1,0,0,movie,NA
970,How to Be a Latin Lover,2017,13+,5.9,39%,1,0,0,0,0,movie,NA
971,Detour,2017,18+,6.2,65%,1,0,1,0,0,movie,NA
972,Louis C.K.: Live at The Comedy Store,2015,,7.9,,1,0,0,0,0,movie,NA
973,Ghosts of Girlfriends Past,2009,13+,5.8,27%,1,0,0,0,0,movie,NA
974,A Secret Love,2020,,8.1,,1,0,0,0,0,movie,NA
975,War on Everyone,2016,18+,5.8,61%,1,0,0,0,0,movie,NA
976,Lakshya,2004,all,7.9,,1,0,0,0,0,movie,NA
977,Juanita,2019,18+,5.9,77%,1,0,0,0,0,movie,NA
978,Equals,2015,13+,6.1,35%,1,0,0,0,0,movie,NA
979,The Last Days of Chez Nous,1992,18+,6.6,85%,1,0,0,0,0,movie,NA
980,Jaane Tu... Ya Jaane Na,2008,,7.5,,1,0,0,0,0,movie,NA
981,The Bleeding Edge,2018,16+,7.7,100%,1,0,1,0,0,movie,NA
982,S Is for Stanley,2016,,7.0,80%,1,0,0,0,0,movie,NA
983,Hot Girls Wanted,2015,,6.1,82%,1,0,0,0,0,movie,NA
984,Rock On!!,2008,,7.8,,1,0,0,0,0,movie,NA
985,Agneepath,1990,,7.7,,1,0,0,0,0,movie,NA
986,Susanne Bartsch: On Top,2017,,6.6,100%,1,0,0,0,0,movie,NA
987,Restless Creature: Wendy Whelan,2017,,7.1,100%,1,0,0,0,0,movie,NA
988,Don,2006,13+,7.2,,1,0,1,0,0,movie,NA
989,Clive Davis: The Soundtrack of Our Lives,2017,13+,7.4,80%,1,0,0,0,0,movie,NA
990,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,18+,7.7,92%,1,0,0,0,0,movie,NA
991,Goosebumps 2: Haunted Halloween,2018,7+,5.6,48%,1,0,0,0,0,movie,NA
992,Boyka: Undisputed IV,2016,18+,7.0,,1,0,0,0,0,video movie,NA
993,National Parks Adventures,2016,13+,7.0,100%,1,0,0,0,0,movie,NA
994,Sand Castle,2017,18+,6.3,44%,1,0,0,0,0,movie,NA
995,Can't Help Falling in Love,2017,,7.2,,1,0,0,0,0,movie,NA
996,In the Tall Grass,2019,18+,5.4,36%,1,0,0,0,0,movie,NA
997,Kevin Hart: Irresponsible,2019,18+,6.4,100%,1,0,0,0,0,movie,NA
998,The B-Side: Elsa Dorfman's Portrait Photography,2017,18+,6.6,97%,1,0,0,0,0,movie,NA
999,The Bad Education Movie,2015,13+,5.7,63%,1,0,0,0,0,movie,NA
1000,Marco Polo: One Hundred Eyes,2015,,7.8,,1,0,0,0,0,tv movie,NA
1001,Beyond the Clouds,2018,,6.9,58%,1,0,0,0,0,movie,NA
1002,Below Her Mouth,2016,,5.5,22%,1,0,0,0,0,movie,NA
1003,Norman Lear: Just Another Version of You,2016,13+,7.2,86%,1,0,0,0,0,movie,NA
1004,A Tale of Love and Darkness,2015,13+,6.0,71%,1,0,0,0,0,movie,NA
1005,Godzilla,1998,13+,5.4,16%,1,0,0,0,0,movie,NA
1006,"Roxanne, Roxanne",2017,,6.2,73%,1,0,0,0,0,movie,NA
1007,Raising Cain,1992,18+,6.1,57%,1,0,0,0,0,movie,NA
1008,Results,2015,18+,5.4,84%,1,0,0,0,0,movie,NA
1009,Hop,2011,7+,5.4,25%,1,0,0,0,0,movie,NA
1010,Toro,2016,13+,5.9,80%,1,0,1,0,0,movie,NA
1011,Reversing Roe,2018,,7.3,86%,1,0,0,0,0,movie,NA
1012,Love Likes Coincidences,2011,7+,7.3,,1,0,0,0,0,movie,NA
1013,The Peacemaker,1997,18+,5.9,39%,1,0,0,0,0,movie,NA
1014,Money Heist: The Phenomenon,2020,,7.5,,1,0,0,0,0,tv movie,NA
1015,Jim Gaffigan: Obsessed,2014,16+,7.6,100%,1,0,0,0,0,movie,NA
1016,The Final Destination,2009,18+,5.2,29%,1,0,0,0,0,movie,NA
1017,Bleach the Movie: Hell Verse,2010,16+,7.4,,1,0,0,0,0,movie,NA
1018,Bo Burnham: Make Happy,2016,18+,8.4,,1,0,0,0,0,movie,NA
1019,For Colored Girls,2010,18+,6.1,32%,1,0,0,0,0,movie,NA
1020,The Heartbreak Kid,2007,18+,5.8,29%,1,0,0,0,0,movie,NA
1021,The Art of the Steal,2013,18+,6.3,44%,1,0,0,0,0,movie,NA
1022,Magic Carpet Ride,2005,13+,7.4,,1,0,0,0,0,movie,NA
1023,Holiday in the Wild,2019,7+,6.1,43%,1,0,0,0,0,movie,NA
1024,A-X-L,2018,13+,5.3,27%,1,0,0,0,0,movie,NA
1025,Orbiter 9,2017,16+,5.9,67%,1,0,0,0,0,movie,NA
1026,For Love or Money,1993,7+,6.2,37%,1,0,0,0,0,movie,NA
1027,The Package,2018,18+,5.5,50%,1,0,0,0,0,movie,NA
1028,Satan & Adam,2018,,7.3,88%,1,0,0,0,0,movie,NA
1029,Gantz:O,2016,18+,7.1,,1,0,0,0,0,movie,NA
1030,Detective Dee: The Four Heavenly Kings,2018,,6.4,60%,1,0,0,0,0,movie,NA
1031,Tau,2018,18+,5.8,29%,1,0,0,0,0,movie,NA
1032,The Tiger Hunter,2017,,5.7,78%,1,0,0,0,0,movie,NA
1033,The Body Remembers When the World Broke Open,2019,18+,6.7,97%,1,0,0,0,0,movie,NA
1034,Jenny Slate: Stage Fright,2019,,5.8,100%,1,0,0,0,0,movie,NA
1035,Tusk,2014,18+,5.3,45%,1,0,0,0,0,movie,NA
1036,Gemini,2018,18+,5.4,71%,1,1,0,0,0,movie,NA
1037,Little Evil,2017,18+,5.7,83%,1,0,0,0,0,movie,NA
1038,Tom Segura: Mostly Stories,2016,,7.5,,1,0,0,0,0,movie,NA
1039,The Student,2016,13+,6.9,87%,1,0,1,0,0,movie,NA
1040,My Entire High School Sinking Into the Sea,2016,13+,6.0,85%,1,0,0,0,0,movie,NA
1041,Pokémon the Movie: I Choose You!,2017,7+,6.3,33%,1,0,0,0,0,movie,NA
1042,What the Health,2017,,7.4,,1,0,0,0,0,movie,NA
1043,Bo Burnham: What.,2013,18+,8.5,,1,0,0,0,0,movie,NA
1044,"Frankenstein's Monster's Monster, Frankenstein",2019,,6.1,80%,1,0,0,0,0,tv movie,NA
1045,Mine,2016,,5.9,17%,1,0,0,0,0,movie,NA
1046,Tremors 3: Back to Perfection,2001,7+,5.3,67%,1,0,0,0,0,video movie,NA
1047,Jim Gaffigan: Mr. Universe,2012,,7.8,,1,0,0,0,0,video movie,NA
1048,God's Not Dead,2014,7+,4.7,13%,1,0,1,0,0,movie,NA
1049,Jim Gaffigan: Beyond the Pale,2006,16+,8.0,,1,0,0,0,0,movie,1
1050,Don't Go Breaking My Heart,2011,,6.5,83%,1,0,0,0,0,tv movie,NA
1051,Zero,2018,,5.5,31%,1,0,1,0,0,tv series,NA
